datetime,temperature,altitude,humidity,pressure
07:01:38 05/07/2023,26.006,66.237,74.053,1005.321
07:03:42 05/07/2023,25.931,66.30699999999999,74.35600000000001,1005.311
07:05:43 05/07/2023,25.858,66.37899999999999,74.694,1005.304
07:07:45 05/07/2023,25.802,66.26400000000001,75.126,1005.316
07:09:50 05/07/2023,25.766,66.292,75.706,1005.314
07:11:55 05/07/2023,25.722,66.138,76.03899999999999,1005.331
07:14:01 05/07/2023,25.96,65.05222222222221,78.23,1005.4633333333334
07:16:06 05/07/2023,26.110000000000003,64.541,80.21600000000001,1005.524
07:18:07 05/07/2023,26.12,64.598,80.201,1005.5160000000002
07:20:14 05/07/2023,26.123,64.59700000000001,80.224,1005.515
07:22:17 05/07/2023,26.119,64.598,80.09499999999998,1005.516
07:24:22 05/07/2023,26.1,64.68499999999999,79.925,1005.505
07:26:25 05/07/2023,26.085999999999995,64.65899999999999,79.72099999999999,1005.508
07:28:29 05/07/2023,26.059,64.711,79.58,1005.5
07:30:33 05/07/2023,26.051,64.71,79.575,1005.501
07:32:35 05/07/2023,26.051000000000005,64.76199999999999,79.588,1005.495
07:34:38 05/07/2023,26.055,64.724,79.64699999999999,1005.498
07:36:41 05/07/2023,26.05,64.718,79.72200000000001,1005.502
07:38:47 05/07/2023,26.05,64.689,79.856,1005.505
07:40:50 05/07/2023,26.51125,64.9075,83.15125,1005.4775
07:42:54 05/07/2023,26.675,64.749,84.24300000000001,1005.497
07:44:57 05/07/2023,26.69,64.631,84.271,1005.511
07:47:00 05/07/2023,26.695,64.834,84.24300000000001,1005.487
07:49:04 05/07/2023,26.71,64.826,84.236,1005.487
07:51:08 05/07/2023,26.719,64.79,84.208,1005.492
07:53:11 05/07/2023,26.739,64.71000000000001,84.159,1005.501
07:55:16 05/07/2023,26.752,64.86500000000001,84.095,1005.4839999999998
07:57:23 05/07/2023,26.766,64.808,84.051,1005.49
07:59:31 05/07/2023,26.783,64.748,84.021,1005.496
08:01:33 05/07/2023,26.798,64.727,83.96400000000001,1005.5
08:03:38 05/07/2023,26.823,64.811,83.88000000000001,1005.488
08:05:42 05/07/2023,26.841999999999995,64.789,83.806,1005.492
08:07:47 05/07/2023,27.30875,65.77875,79.5575,1005.375
08:09:53 05/07/2023,27.454,66.127,78.17900000000002,1005.333
08:11:58 05/07/2023,27.46,66.26500000000001,78.239,1005.316
08:14:04 05/07/2023,27.479,66.18100000000001,78.31200000000001,1005.327
08:16:09 05/07/2023,27.499,66.113,78.392,1005.334
08:18:15 05/07/2023,27.522,66.237,78.456,1005.32
08:20:18 05/07/2023,27.553,66.089,78.525,1005.337
08:22:24 05/07/2023,27.578,66.232,78.59,1005.319
08:24:29 05/07/2023,27.610000000000003,66.11999999999999,78.662,1005.334
08:26:34 05/07/2023,27.643,66.19500000000001,78.702,1005.324
08:28:37 05/07/2023,27.661,66.25,78.655,1005.3189999999998
08:30:40 05/07/2023,27.68,66.352,78.58599999999998,1005.307
08:32:45 05/07/2023,27.701000000000004,66.221,78.543,1005.322
08:34:47 05/07/2023,28.52,66.89625000000001,76.04375,1005.23875
08:36:52 05/07/2023,28.792,66.961,75.14699999999999,1005.232
08:38:57 05/07/2023,28.792,67.09,75.18700000000001,1005.219
08:41:01 05/07/2023,28.795000000000005,67.092,75.23400000000001,1005.218
08:43:05 05/07/2023,28.794000000000004,67.06899999999999,75.24700000000001,1005.221
08:45:08 05/07/2023,28.793,67.101,75.13900000000001,1005.216
08:47:13 05/07/2023,28.792,67.11500000000001,75.022,1005.216
08:49:15 05/07/2023,28.786,67.125,74.90400000000001,1005.213
08:51:19 05/07/2023,28.769,67.258,74.75300000000001,1005.196
08:53:20 05/07/2023,28.766,67.22400000000002,74.62800000000001,1005.202
08:55:24 05/07/2023,28.768999999999995,67.294,74.53,1005.196
08:57:28 05/07/2023,28.762,67.25300000000001,74.475,1005.198
08:59:31 05/07/2023,28.748,67.116,74.381,1005.215
09:01:33 05/07/2023,29.39625,68.11625000000001,68.755,1005.09375
09:03:36 05/07/2023,29.618,68.49799999999999,66.84200000000001,1005.0509999999998
09:05:42 05/07/2023,29.641,68.399,66.765,1005.062
09:07:46 05/07/2023,29.659,68.29899999999999,66.646,1005.072
09:09:49 05/07/2023,29.663000000000004,68.391,66.425,1005.063
09:11:54 05/07/2023,29.653,68.417,66.12899999999999,1005.059
09:13:58 05/07/2023,29.637,68.39699999999999,65.912,1005.061
09:16:03 05/07/2023,29.617,68.446,65.754,1005.059
09:18:06 05/07/2023,29.605,68.41999999999999,65.664,1005.06
09:20:12 05/07/2023,29.597999999999995,68.416,65.61800000000001,1005.059
09:22:16 05/07/2023,29.589,68.409,65.596,1005.057
09:24:17 05/07/2023,29.585,68.22200000000001,65.60799999999999,1005.082
09:26:22 05/07/2023,29.581,68.316,65.622,1005.072
09:28:27 05/07/2023,29.565,68.605,66.80749999999999,1005.0375
09:30:33 05/07/2023,29.578,68.60300000000001,67.157,1005.037
09:32:36 05/07/2023,29.608,68.64399999999999,67.11800000000001,1005.0320000000002
09:34:39 05/07/2023,29.638999999999992,68.588,67.08600000000001,1005.0389999999998
09:36:43 05/07/2023,29.673,68.666,67.02799999999999,1005.03
09:38:47 05/07/2023,29.706999999999997,68.732,66.955,1005.023
09:40:50 05/07/2023,29.737,68.998,66.85300000000001,1004.992
09:42:54 05/07/2023,29.767,68.95500000000001,66.759,1004.996
09:44:59 05/07/2023,29.78700000000001,68.93199999999999,66.61800000000001,1004.996
09:47:02 05/07/2023,29.794,68.9,66.405,1005.0
09:49:07 05/07/2023,29.809999999999995,69.002,66.34299999999999,1004.99
09:51:09 05/07/2023,29.843,68.99600000000001,66.58399999999999,1004.991
09:53:13 05/07/2023,29.854000000000003,68.749,66.542,1005.019
09:55:15 05/07/2023,30.524285714285718,69.31857142857142,62.021428571428565,1004.95
09:57:20 05/07/2023,30.801,69.587,60.354,1004.9199999999998
09:59:22 05/07/2023,30.817,69.58800000000001,60.397000000000006,1004.919
10:01:26 05/07/2023,30.847,69.4,60.36800000000001,1004.943
10:03:31 05/07/2023,30.873,69.434,60.33200000000001,1004.938
10:05:37 05/07/2023,30.891,69.444,60.277,1004.937
10:07:42 05/07/2023,30.866000000000003,69.56099999999999,59.714,1004.924
10:09:46 05/07/2023,30.861000000000008,69.56800000000001,59.444,1004.922
10:11:50 05/07/2023,30.827,69.68100000000001,59.11399999999999,1004.909
10:13:51 05/07/2023,30.831,69.663,58.96500000000001,1004.911
10:15:55 05/07/2023,30.864,69.468,58.93300000000001,1004.934
10:17:58 05/07/2023,30.89,69.36500000000001,59.00599999999999,1004.947
10:20:02 05/07/2023,30.894999999999992,69.50399999999999,58.96200000000001,1004.93
10:22:05 05/07/2023,31.19333333333333,69.04222222222222,62.63222222222223,1004.9855555555556
10:24:09 05/07/2023,31.285000000000004,68.921,63.605,1005.001
10:26:11 05/07/2023,31.292,68.809,63.595000000000006,1005.012
10:28:14 05/07/2023,31.302000000000003,68.84400000000001,63.643,1005.009
10:30:18 05/07/2023,31.319,68.796,63.75699999999999,1005.016
10:32:23 05/07/2023,31.315,68.84299999999999,63.731,1005.009
10:34:27 05/07/2023,31.312,68.883,63.565,1005.004
10:36:30 05/07/2023,31.306,68.944,63.399,1004.998
10:38:35 05/07/2023,31.315999999999995,68.925,63.391000000000005,1004.998
10:40:41 05/07/2023,31.324,68.80499999999999,63.455,1005.015
10:42:42 05/07/2023,31.321,68.826,63.455000000000005,1005.01
10:44:46 05/07/2023,31.329,68.73299999999999,63.526,1005.022
10:46:50 05/07/2023,31.332,68.611,63.641,1005.037
10:48:52 05/07/2023,,,,
10:50:55 05/07/2023,31.653,67.917,62.069,1005.119
10:52:59 05/07/2023,31.651,67.889,62.021,1005.122
10:55:03 05/07/2023,31.65500000000001,67.977,62.083000000000006,1005.113
10:57:04 05/07/2023,31.656999999999996,67.963,62.14399999999999,1005.113
10:59:08 05/07/2023,31.656,67.775,62.18299999999999,1005.137
11:01:12 05/07/2023,31.636000000000003,67.728,62.104000000000006,1005.142
11:03:14 05/07/2023,31.627,67.69099999999999,62.023,1005.145
11:05:19 05/07/2023,31.614000000000004,67.84800000000001,62.05100000000001,1005.128
11:07:24 05/07/2023,31.593,68.122,61.995000000000005,1005.095
11:09:25 05/07/2023,31.569,67.816,61.749,1005.132
11:11:30 05/07/2023,31.558,67.825,61.88,1005.13
11:13:33 05/07/2023,31.534,67.63399999999999,62.015,1005.152
11:15:35 05/07/2023,31.40285714285714,67.73142857142858,61.00285714285714,1005.1414285714284
11:17:37 05/07/2023,31.337,68.051,60.49400000000001,1005.103
11:19:41 05/07/2023,31.331999999999997,67.98100000000001,60.372,1005.112
11:21:45 05/07/2023,31.335999999999995,68.027,60.299,1005.105
11:23:46 05/07/2023,31.343,67.93499999999999,60.26899999999999,1005.118
11:25:50 05/07/2023,31.349000000000007,67.99300000000001,60.30800000000001,1005.11
11:27:53 05/07/2023,31.364,68.00800000000001,60.38499999999999,1005.107
11:29:57 05/07/2023,31.387999999999995,68.03300000000002,60.46999999999999,1005.105
11:32:02 05/07/2023,31.417,67.925,60.56,1005.1180000000002
11:34:06 05/07/2023,31.447,67.92299999999999,60.69199999999999,1005.12
11:36:11 05/07/2023,31.464,68.03,60.823,1005.105
11:38:13 05/07/2023,31.492,67.94699999999999,60.76500000000001,1005.1159999999998
11:40:17 05/07/2023,31.515,67.877,60.575,1005.125
11:42:22 05/07/2023,,,,
11:44:26 05/07/2023,31.814444444444444,68.11555555555555,59.62444444444444,1005.0922222222222
11:46:29 05/07/2023,31.837,68.06899999999999,59.75699999999999,1005.101
11:48:32 05/07/2023,31.852000000000004,68.25899999999999,60.153000000000006,1005.079
11:50:37 05/07/2023,31.854000000000003,67.965,60.497,1005.113
11:52:41 05/07/2023,31.846000000000004,68.067,60.69500000000001,1005.102
11:54:43 05/07/2023,31.852000000000004,68.003,61.04599999999999,1005.107
11:56:48 05/07/2023,31.859,67.991,60.98,1005.11
11:58:51 05/07/2023,31.880000000000003,68.2,60.803,1005.086
12:00:56 05/07/2023,31.901,68.36099999999999,60.684000000000005,1005.064
12:02:59 05/07/2023,31.919,68.12899999999999,60.541,1005.093
12:05:04 05/07/2023,31.948,68.116,60.69199999999999,1005.095
12:07:08 05/07/2023,31.962,68.251,60.823,1005.082
12:09:10 05/07/2023,31.9275,69.3725,61.213750000000005,1004.94
12:11:16 05/07/2023,31.935,69.86099999999999,61.19500000000001,1004.889
12:13:20 05/07/2023,31.96,69.72800000000001,61.274,1004.903
12:15:26 05/07/2023,31.975,69.966,61.45200000000001,1004.875
12:17:30 05/07/2023,31.981,69.973,61.343,1004.876
12:19:35 05/07/2023,31.987,70.12800000000001,61.09400000000001,1004.856
12:21:41 05/07/2023,31.996,70.099,60.91099999999999,1004.863
12:23:44 05/07/2023,31.999,70.471,60.754,1004.814
12:25:48 05/07/2023,32.004,70.292,60.487,1004.836
12:27:54 05/07/2023,32.02,70.436,60.307,1004.818
12:29:58 05/07/2023,32.036,70.38300000000001,60.249,1004.826
12:32:04 05/07/2023,32.059,70.52099999999999,60.45899999999999,1004.808
12:34:09 05/07/2023,32.084,70.277,60.55500000000001,1004.839
12:36:13 05/07/2023,32.22625,69.9625,60.23875,1004.875
12:38:20 05/07/2023,32.234,69.828,59.54,1004.8919999999998
12:40:26 05/07/2023,32.217,69.89099999999999,59.17700000000001,1004.883
12:42:31 05/07/2023,32.205,69.975,58.922,1004.875
12:44:38 05/07/2023,32.226,69.723,58.94,1004.907
12:46:43 05/07/2023,32.230000000000004,69.888,59.05800000000001,1004.883
12:48:49 05/07/2023,32.218,70.07,58.79600000000001,1004.861
12:50:55 05/07/2023,32.224000000000004,69.934,58.755,1004.879
12:53:00 05/07/2023,32.231,69.894,58.922,1004.8839999999998
12:55:05 05/07/2023,32.236000000000004,69.827,58.97099999999999,1004.895
12:57:10 05/07/2023,32.215999999999994,69.819,58.708000000000006,1004.8909999999998
12:59:12 05/07/2023,32.206,69.62400000000001,58.35200000000001,1004.916
13:01:18 05/07/2023,32.16799999999999,69.942,57.92800000000001,1004.877
13:03:23 05/07/2023,32.2,70.285,56.9075,1004.8375
13:05:29 05/07/2023,32.17099999999999,70.61,56.264,1004.797
13:07:34 05/07/2023,32.146,70.50399999999999,56.003,1004.811
13:09:39 05/07/2023,32.129,70.692,56.054,1004.788
13:11:45 05/07/2023,32.123000000000005,70.583,56.229,1004.798
13:13:48 05/07/2023,32.121,70.55700000000002,56.34,1004.805
13:15:54 05/07/2023,32.126999999999995,70.553,56.391,1004.805
13:17:59 05/07/2023,32.13199999999999,70.577,56.519000000000005,1004.801
13:20:03 05/07/2023,32.141,70.548,56.554,1004.805
13:22:09 05/07/2023,32.152,70.564,56.51800000000001,1004.804
13:24:15 05/07/2023,32.162,70.564,56.529,1004.803
13:26:21 05/07/2023,32.176,70.476,56.532,1004.8150000000002
13:28:27 05/07/2023,32.181000000000004,70.404,56.538,1004.824
13:30:31 05/07/2023,32.09,70.47749999999999,57.53375,1004.815
13:32:35 05/07/2023,32.032,70.39699999999999,58.247,1004.823
13:34:40 05/07/2023,32.016,70.48600000000002,58.15599999999999,1004.814
13:36:46 05/07/2023,32.001,70.498,57.97600000000001,1004.812
13:38:52 05/07/2023,31.989,70.636,57.928,1004.796
13:40:59 05/07/2023,31.992,70.77600000000001,57.91499999999999,1004.775
13:43:04 05/07/2023,32.001999999999995,70.741,57.973,1004.7820000000002
13:45:09 05/07/2023,32.01,70.747,58.07400000000001,1004.782
13:47:14 05/07/2023,32.011,70.638,58.113,1004.796
13:49:21 05/07/2023,32.0,70.848,58.08,1004.77
13:51:28 05/07/2023,31.977000000000004,71.081,57.83599999999999,1004.743
13:53:31 05/07/2023,31.962,70.874,57.70000000000001,1004.768
13:55:38 05/07/2023,31.945,70.96400000000001,57.68800000000001,1004.755
13:57:44 05/07/2023,31.64875,70.98,60.59625,1004.75375
13:59:49 05/07/2023,31.55,71.012,61.542,1004.75
14:01:55 05/07/2023,31.558,71.01700000000001,61.598,1004.75
14:04:00 05/07/2023,31.57,71.087,61.716,1004.7410000000002
14:06:05 05/07/2023,31.583,71.01199999999999,61.81600000000001,1004.75
14:08:11 05/07/2023,31.58899999999999,71.068,61.941,1004.7419999999998
14:10:16 05/07/2023,31.579,71.344,61.957,1004.709
14:12:20 05/07/2023,31.56,71.285,61.871,1004.7189999999998
14:14:24 05/07/2023,31.523,71.25899999999999,61.801,1004.721
14:16:28 05/07/2023,31.499,71.246,61.742,1004.721
14:18:35 05/07/2023,31.46999999999999,71.16,61.73199999999999,1004.732
14:20:40 05/07/2023,31.454999999999995,71.239,61.89300000000001,1004.722
14:22:45 05/07/2023,31.446,71.275,61.952,1004.719
14:24:51 05/07/2023,31.45,71.83142857142857,61.847142857142856,1004.65
14:26:58 05/07/2023,31.445,72.05999999999999,61.783,1004.624
14:29:01 05/07/2023,31.43,72.051,61.720000000000006,1004.626
14:31:04 05/07/2023,31.406999999999996,71.97900000000001,61.678,1004.636
14:33:08 05/07/2023,31.398999999999997,71.84299999999999,61.816,1004.6509999999998
14:35:12 05/07/2023,31.393,71.824,61.723,1004.652
14:37:15 05/07/2023,31.39,71.846,61.623000000000005,1004.649
14:39:21 05/07/2023,31.395,71.752,61.708000000000006,1004.661
14:41:28 05/07/2023,31.396000000000004,71.887,61.835,1004.644
14:43:32 05/07/2023,31.410000000000004,71.90599999999999,62.019000000000005,1004.645
14:45:35 05/07/2023,31.424,72.11600000000001,62.234,1004.619
14:47:42 05/07/2023,31.433,72.06500000000001,62.42,1004.624
14:49:47 05/07/2023,31.440000000000005,71.93100000000001,62.561,1004.639
14:51:50 05/07/2023,31.55625,72.75625,61.18875,1004.54125
14:53:56 05/07/2023,31.59,73.09300000000002,60.666,1004.502
14:56:01 05/07/2023,31.557,73.25899999999999,60.63000000000001,1004.484
14:58:05 05/07/2023,31.538000000000004,73.301,60.57899999999999,1004.479
15:00:09 05/07/2023,31.529,73.25,60.56500000000001,1004.484
15:02:13 05/07/2023,31.522,73.123,60.621,1004.499
15:04:17 05/07/2023,31.529999999999998,73.229,60.75699999999999,1004.486
15:06:22 05/07/2023,31.531999999999996,73.38300000000001,60.864,1004.468
15:08:25 05/07/2023,31.523,73.271,60.901,1004.479
15:10:31 05/07/2023,31.504,73.192,60.83399999999999,1004.49
15:12:36 05/07/2023,31.501,73.261,60.758,1004.482
15:14:41 05/07/2023,31.508,73.042,60.745000000000005,1004.507
15:16:44 05/07/2023,31.507,73.215,60.61,1004.488
15:18:51 05/07/2023,31.74,74.2875,58.495,1004.35875
15:20:54 05/07/2023,31.815,74.61600000000001,57.946000000000005,1004.319
15:23:00 05/07/2023,31.82,74.541,58.09499999999999,1004.328
15:25:03 05/07/2023,31.822,74.509,58.23199999999999,1004.331
15:27:07 05/07/2023,31.829,74.424,58.313,1004.343
15:29:14 05/07/2023,31.827,74.349,58.339,1004.352
15:31:16 05/07/2023,31.829999999999995,74.444,58.405,1004.34
15:33:20 05/07/2023,31.831,74.43500000000002,58.448,1004.341
15:35:24 05/07/2023,31.831,74.333,58.44000000000001,1004.355
15:37:26 05/07/2023,31.806,74.345,58.404,1004.353
15:39:32 05/07/2023,31.786,74.661,58.363000000000014,1004.315
15:41:37 05/07/2023,31.762,74.872,58.161,1004.29
15:43:42 05/07/2023,31.755000000000003,74.707,58.00200000000001,1004.3079999999998
15:45:46 05/07/2023,31.503333333333337,74.93666666666667,54.58222222222222,1004.2833333333332
15:47:50 05/07/2023,31.435,74.947,54.107000000000006,1004.281
15:49:55 05/07/2023,31.440000000000005,75.05,54.661,1004.2679999999998
15:51:59 05/07/2023,31.428000000000004,74.88300000000001,55.084,1004.287
15:54:02 05/07/2023,31.416000000000004,74.77199999999999,55.412,1004.3009999999998
15:56:09 05/07/2023,31.404000000000003,74.83,55.777,1004.295
15:58:13 05/07/2023,31.384000000000004,74.77599999999998,56.233,1004.301
16:00:20 05/07/2023,31.358000000000004,74.65299999999999,56.641,1004.314
16:02:23 05/07/2023,31.352,74.49600000000001,57.18300000000001,1004.335
16:04:31 05/07/2023,31.337,74.524,57.572,1004.332
16:06:35 05/07/2023,31.325,74.834,57.737,1004.295
16:08:38 05/07/2023,31.311,74.925,57.701,1004.284
16:10:43 05/07/2023,31.306,74.775,57.73,1004.302
16:12:49 05/07/2023,31.3,76.16444444444444,59.50888888888889,1004.1344444444444
16:14:54 05/07/2023,31.29,76.61299999999999,57.024,1004.083
16:16:59 05/07/2023,31.273,76.66999999999999,57.29,1004.074
16:19:03 05/07/2023,31.264,76.68300000000002,57.547,1004.0740000000002
16:21:08 05/07/2023,31.259000000000004,76.78,57.774,1004.062
16:23:13 05/07/2023,31.25,76.713,57.848,1004.071
16:25:18 05/07/2023,31.247000000000003,76.71200000000002,57.925,1004.07
16:27:23 05/07/2023,31.245,76.881,57.975,1004.051
16:29:27 05/07/2023,31.247000000000003,76.764,58.121,1004.067
16:31:33 05/07/2023,31.251,76.758,58.128,1004.065
16:33:40 05/07/2023,31.235000000000003,76.761,57.787,1004.063
16:35:44 05/07/2023,31.223000000000003,76.88900000000001,57.41,1004.049
16:37:48 05/07/2023,31.221000000000004,76.99,57.106,1004.037
16:39:52 05/07/2023,30.91375,77.96125,60.4025,1003.92125
16:41:56 05/07/2023,30.82,78.21700000000001,61.605,1003.891
16:44:01 05/07/2023,30.829999999999995,78.203,61.68000000000001,1003.891
16:46:08 05/07/2023,30.821,78.27000000000001,61.649000000000015,1003.885
16:48:13 05/07/2023,30.82,78.28999999999999,61.581,1003.883
16:50:18 05/07/2023,30.815,78.446,61.56999999999999,1003.862
16:52:24 05/07/2023,30.81,78.41999999999999,61.486,1003.866
16:54:31 05/07/2023,30.812,78.595,61.563,1003.846
16:56:36 05/07/2023,30.809,78.559,61.597,1003.8480000000002
16:58:38 05/07/2023,30.808,78.6,61.648,1003.842
17:00:43 05/07/2023,30.798,78.603,61.676,1003.842
17:02:48 05/07/2023,30.791000000000004,78.754,61.728,1003.826
17:04:53 05/07/2023,30.788000000000004,78.79099999999998,61.767,1003.822
17:06:59 05/07/2023,30.5225,79.52125,63.88625,1003.73
17:09:04 05/07/2023,30.437,79.655,64.58400000000002,1003.722
17:11:11 05/07/2023,30.431,79.53399999999999,64.58500000000001,1003.733
17:13:14 05/07/2023,30.423,79.479,64.575,1003.741
17:15:18 05/07/2023,30.420000000000005,79.51599999999999,64.51,1003.737
17:17:24 05/07/2023,30.414000000000005,79.498,64.428,1003.738
17:19:29 05/07/2023,30.413000000000004,79.369,64.373,1003.753
17:21:33 05/07/2023,30.41200000000001,79.444,64.352,1003.743
17:23:39 05/07/2023,30.414000000000005,79.572,64.32599999999998,1003.73
17:25:43 05/07/2023,30.421000000000003,79.67999999999999,64.291,1003.716
17:27:49 05/07/2023,30.421000000000003,79.711,64.13799999999999,1003.711
17:29:51 05/07/2023,30.417,79.87899999999999,63.976,1003.692
17:31:57 05/07/2023,30.401,79.94200000000001,63.877,1003.686
17:34:02 05/07/2023,,,,
17:36:06 05/07/2023,30.101111111111116,79.80777777777777,67.29555555555555,1003.7022222222222
17:38:09 05/07/2023,30.091,79.914,67.341,1003.689
17:40:13 05/07/2023,30.09,79.81099999999999,67.359,1003.701
17:42:18 05/07/2023,30.08899999999999,79.925,67.437,1003.688
17:44:20 05/07/2023,30.091,79.775,67.447,1003.706
17:46:22 05/07/2023,30.082,79.69300000000001,67.50999999999999,1003.716
17:48:25 05/07/2023,30.067,79.7,67.544,1003.715
17:50:27 05/07/2023,30.062,79.767,67.607,1003.707
17:52:30 05/07/2023,30.052000000000003,79.95,67.605,1003.684
17:54:34 05/07/2023,30.043000000000006,79.89500000000001,67.499,1003.691
17:56:40 05/07/2023,30.032,79.68900000000001,67.391,1003.716
17:58:40 05/07/2023,30.023000000000003,79.69800000000001,67.312,1003.716
18:00:44 05/07/2023,29.662857142857145,79.66285714285712,69.10142857142857,1003.7214285714284
18:02:46 05/07/2023,29.517,79.55799999999999,69.937,1003.73
18:04:51 05/07/2023,29.508000000000003,79.486,70.095,1003.738
18:06:55 05/07/2023,29.501,79.507,70.155,1003.737
18:08:58 05/07/2023,29.492,79.507,70.203,1003.737
18:11:02 05/07/2023,29.481000000000005,79.475,70.255,1003.744
18:13:06 05/07/2023,29.476,79.643,70.28299999999999,1003.721
18:15:10 05/07/2023,29.486,79.633,70.31800000000001,1003.723
18:17:15 05/07/2023,29.482000000000006,79.702,70.31499999999998,1003.713
18:19:21 05/07/2023,29.487,79.796,70.34700000000001,1003.7
18:21:25 05/07/2023,29.499,79.77199999999999,70.493,1003.7050000000002
18:23:33 05/07/2023,29.505000000000003,79.65700000000001,70.63600000000001,1003.721
18:25:37 05/07/2023,29.507,79.73500000000001,70.755,1003.71
18:27:40 05/07/2023,29.39444444444445,79.97,74.22222222222221,1003.681111111111
18:29:43 05/07/2023,29.328,80.122,72.92,1003.6609999999998
18:31:47 05/07/2023,29.318,80.138,72.995,1003.663
18:33:54 05/07/2023,29.321,80.14,73.112,1003.6609999999998
18:35:57 05/07/2023,29.319,80.30699999999999,73.233,1003.642
18:38:01 05/07/2023,29.304,80.196,73.33200000000001,1003.653
18:40:08 05/07/2023,29.308,80.08,73.38199999999999,1003.669
18:42:16 05/07/2023,29.306,80.255,73.46700000000001,1003.65
18:44:22 05/07/2023,29.317,80.183,73.51299999999999,1003.658
18:46:27 05/07/2023,29.322,80.18799999999999,73.624,1003.655
18:48:33 05/07/2023,29.329999999999995,80.09,73.74199999999999,1003.666
18:50:37 05/07/2023,29.329999999999995,80.2,73.88899999999998,1003.654
18:52:44 05/07/2023,29.333,80.305,73.975,1003.6419999999998
18:54:48 05/07/2023,29.221111111111117,79.80111111111111,74.55777777777777,1003.7011111111112
18:56:53 05/07/2023,29.194,79.61099999999999,74.79399999999998,1003.724
18:58:58 05/07/2023,29.195,79.707,74.858,1003.713
19:01:03 05/07/2023,29.194,79.65599999999999,74.929,1003.718
19:03:06 05/07/2023,29.197,79.58099999999999,74.989,1003.729
19:05:10 05/07/2023,29.192,79.577,75.038,1003.728
19:07:15 05/07/2023,29.191000000000003,79.58099999999999,75.11,1003.727
19:09:21 05/07/2023,29.186,79.523,75.09399999999998,1003.733
19:11:25 05/07/2023,29.189,79.47800000000001,75.032,1003.74
19:13:29 05/07/2023,29.181,79.506,74.973,1003.737
19:15:33 05/07/2023,29.182,79.50699999999999,74.919,1003.736
19:17:37 05/07/2023,29.187,79.434,74.876,1003.746
19:19:38 05/07/2023,29.186,79.38000000000001,74.886,1003.752
19:21:42 05/07/2023,28.318571428571428,77.83714285714287,77.23,1003.937142857143
19:23:44 05/07/2023,27.965,77.189,78.332,1004.015
19:25:47 05/07/2023,27.951,77.17999999999999,78.626,1004.013
19:27:50 05/07/2023,27.939,77.454,78.915,1003.982
19:29:55 05/07/2023,27.93,77.308,79.128,1004.0
19:31:56 05/07/2023,27.914000000000005,77.25899999999999,79.345,1004.005
19:33:58 05/07/2023,27.903,77.179,79.59399999999998,1004.012
19:36:01 05/07/2023,27.893,77.178,79.912,1004.015
19:38:04 05/07/2023,27.876,77.10600000000001,80.20899999999999,1004.023
19:40:11 05/07/2023,27.863,76.933,80.39500000000001,1004.044
19:42:15 05/07/2023,27.846,76.958,80.499,1004.041
19:44:22 05/07/2023,27.838,76.899,80.562,1004.0509999999998
19:46:22 05/07/2023,27.827,76.75,80.596,1004.066
19:48:25 05/07/2023,27.0725,76.5075,86.32624999999999,1004.0925
19:50:29 05/07/2023,26.824,76.463,88.30100000000002,1004.101
19:52:35 05/07/2023,26.815999999999995,76.391,88.405,1004.109
19:54:38 05/07/2023,26.805,76.319,88.44300000000001,1004.116
19:56:42 05/07/2023,26.801,76.39500000000001,88.46400000000001,1004.1090000000002
19:58:46 05/07/2023,26.791,76.393,88.56400000000001,1004.109
20:00:48 05/07/2023,26.792,76.292,88.709,1004.121
20:02:52 05/07/2023,26.783,76.369,88.91,1004.11
20:04:58 05/07/2023,26.779000000000003,76.41799999999999,89.08599999999998,1004.105
20:07:00 05/07/2023,26.774,76.41499999999999,89.21000000000001,1004.106
20:09:03 05/07/2023,26.763,76.41000000000001,89.277,1004.104
20:11:06 05/07/2023,26.754,76.291,89.294,1004.121
20:13:09 05/07/2023,26.745,76.315,89.31400000000001,1004.117
20:15:13 05/07/2023,26.39333333333333,75.89999999999999,93.06222222222222,1004.1677777777778
20:17:18 05/07/2023,26.283,75.802,94.143,1004.18
20:19:22 05/07/2023,26.278,75.82000000000001,94.16899999999998,1004.177
20:21:24 05/07/2023,26.276,75.779,94.205,1004.18
20:23:26 05/07/2023,26.270000000000003,75.779,94.24,1004.179
20:25:31 05/07/2023,26.265000000000004,75.848,94.247,1004.174
20:27:37 05/07/2023,26.263,75.82199999999999,94.258,1004.175
20:29:42 05/07/2023,26.257,75.87899999999999,94.261,1004.169
20:31:46 05/07/2023,26.255000000000003,75.9,94.28,1004.169
20:33:50 05/07/2023,26.247000000000003,75.84899999999999,94.258,1004.173
20:35:57 05/07/2023,26.242,75.767,94.243,1004.186
20:38:01 05/07/2023,26.231,75.81200000000001,94.226,1004.176
20:40:02 05/07/2023,26.22,75.799,94.20600000000002,1004.178
20:42:08 05/07/2023,25.81222222222222,75.05444444444444,95.95666666666668,1004.2722222222224
20:44:13 05/07/2023,25.690000000000005,74.85300000000001,96.491,1004.291
20:46:20 05/07/2023,25.684000000000005,74.86600000000001,96.54699999999998,1004.2909999999998
20:48:24 05/07/2023,25.681,74.874,96.593,1004.291
20:50:27 05/07/2023,25.682,74.771,96.635,1004.304
20:52:30 05/07/2023,25.674,74.79600000000002,96.686,1004.2990000000002
20:54:38 05/07/2023,25.661,74.76200000000001,96.704,1004.303
